Created by Online2PDF.com,,,,,,,,,,
TABEL BUKU INDUK,,,,,,,,,,
Ex JAKARTA - EFEKTIF: 15 APRIL 2013,,,,,,,,,,
Wilayah Kota,,,,,,,,,,
abc,,,,,,,,,,
Coding,,Kabupaten,Kecamatan,City Code,,,OKE,,TARIF YES,Page
,,,,,TARIF,ETD,TARIF,ETD,,
,,,,,,,,,,
PBL20208,,Kab Situbondo,Jatibanteng,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20209,,Kab Situbondo,Kapongan,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20210,,Kab Situbondo,Kendit,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20211,,Kab Situbondo,Mangaran,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20212,,Kab Situbondo,Mlandingan,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20213,,Kab Situbondo,Panarukan,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20214,,Kab Situbondo,Suboh,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20215,,Kab Situbondo,Sumber Malang,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20216,,Kab Situbondo,Panji,PBL,29000,3 - 6,27000,4 - 7,-,34
PDG10000,,Padang,Padang,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10008,,Padang,Bungus Teluk Kabung,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10009,,Padang,Koto Tangah,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10010,,Padang,Kuranji,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10011,,Padang,Lubuk Begalung,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10012,,Padang,Lubuk Kilangan,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10013,,Padang,Nanggalo,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10014,,Padang,Padang Barat,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10015,,Padang,Padang Selatan,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10016,,Padang,Padang Timur,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10017,,Padang,Padang Utara,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG10018,,Padang,Pauh,PDG,25000,1 - 2,22000,2 - 3,30000,34
PDG20100,,Tanah Datar,Batu Sangkar,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20101,,Tanah Datar,Batipuh,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20103,,Tanah Datar,Lintau Buo,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20106,,Tanah Datar,Pariangan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20107,,Tanah Datar,Rambatan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20108,,Tanah Datar,Salimpaung,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20110,,Tanah Datar,Sungai Tarab,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20111,,Tanah Datar,Sungayang,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20112,,Tanah Datar,Tanjung Emas,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20114,,Tanah Datar,Batipuh Selatan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20115,,Tanah Datar,Lima Kaum,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20116,,Tanah Datar,Lintau Buo Utara,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20117,,Tanah Datar,Padang Ganting,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20118,,Tanah Datar,Sepuluh Koto,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20119,,Tanah Datar,Tanjung Baru,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20200,,Bukit Tinggi,Bukit Tinggi,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20211,,Bukit Tinggi,Aur Birugo Tigo Baleh,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20212,,Bukit Tinggi,Mandiangin Koto Selayan,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20213,,Bukit Tinggi,Guguk Panjang,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20300,,Pasaman,Lubuk Sikaping,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20301,,Pasaman,Bonjol,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20305,,Pasaman,Panti,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20308,,Pasaman,RAO MAPAT TUNGGUL,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20314,,Pasaman,III Nagari,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20315,,Pasaman,Mapat Tunggul Selatan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20316,,Pasaman,II Koto,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20325,,Pasaman,Mapat Tunggul,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20500,,Pesisir Selatan,Painan,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20501,,Pesisir Selatan,Batang Kapas,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20503,,Pesisir Selatan,Bayang,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20505,,Pesisir Selatan,Koto XI Tarusan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20506,,Pesisir Selatan,Lengayang,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20510,,Pesisir Selatan,Pancung Soal,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20511,,Pesisir Selatan,Ranah Pesisir,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20513,,Pesisir Selatan,Basa IV Balai Tapan,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20514,,Pesisir Selatan,Bayang Utara,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20515,,Pesisir Selatan,Linggo Sari Baganti,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20516,,Pesisir Selatan,Lunang Silaut,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20517,,Pesisir Selatan,Sutera,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20518,,Pesisir Selatan,IV Jurai,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20600,,Padang Pariaman,Pariaman,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20601,,Padang Pariaman,Batang Anai,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20602,,Padang Pariaman,II.X.XI.VI Lingkung,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20604,,Padang Pariaman,V Koto Kp Dalam,PDG,43000,3 - 6,37000,4 - 7,-,34
PDG20606,,Padang Pariaman,Lubuk Alung,PDG,34000,2 - 3,29000,3 - 6,-,34
PDG20608,,Padang Pariaman,Nan Sabaris,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20610,,Padang Pariaman,Sungai Limau,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20612,,Padang Pariaman,Sungai Geringging,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20614,,Padang Pariaman,VII Koto Sungai Sarik,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20616,,Padang Pariaman,Batang Gasan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20619,,Padang Pariaman,Padang Sago,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20620,,Padang Pariaman,Patamuan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20621,,Padang Pariaman,Sintuk Toboh Gadang,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20624,,Padang Pariaman,Ulakan Tapakis,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20625,,Pariaman,Pariaman Selatan,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20626,,Pariaman,Pariaman Tengah,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20627,,Pariaman,Pariaman Utara,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20628,,Padang Pariaman,IV Koto Aur Malintang,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20629,,Padang Pariaman,V Koto Timur,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20630,,Padang Pariaman,VI Lingkung,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20632,,Padang Pariaman,2 X 11 Kayu Tanam,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG20700,,Payakumbuh,Payakumbuh,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20721,,Payakumbuh,Payakumbuh Barat,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20722,,Payakumbuh,Payakumbuh Timur,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20723,,Payakumbuh,Payakumbuh Utara,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20800,,Sawahlunto,Sawahlunto,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20803,,Sawahlunto,Barangin,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20804,,Sawahlunto,Lembah Segar,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20805,,Sawahlunto,Silungkang,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20806,,Sawahlunto,Talawi,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20900,,Solok,Solok,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20939,,Solok,Lubuk Sikarah,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG20940,,Solok,Tanjung Harapan,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21100,,Padang Panjang,Padang Panjang,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21102,,Padang Panjang,Padang Panjang Barat,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21103,,Padang Panjang,Padang Panjang Timur,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21200,,Dharmasraya,Pulau Punjung,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21201,,Dharmasraya,Koto Baru,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21203,,Dharmasraya,Sitiung,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21204,,Dharmasraya,Sungai Rumbai,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21300,,Lima Puluh Kota,Sarilamak,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21301,,Lima Puluh Kota,Akabiluru,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21302,,Lima Puluh Kota,Bukit Barisan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21303,,Lima Puluh Kota,Guguk,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21304,,Lima Puluh Kota,Gunung Mas,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21305,,Lima Puluh Kota,Harau,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21306,,Lima Puluh Kota,Kapur IX,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21307,,Lima Puluh Kota,Lareh Sago Halaban,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21309,,Lima Puluh Kota,Mungka,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21310,,Lima Puluh Kota,Pangkalan Koto Baru,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21311,,Lima Puluh Kota,Payakumbuh,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21312,,Lima Puluh Kota,Situjuh Lima Nagari,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21313,,Lima Puluh Kota,Suliki Gunung Mas,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21315,,Lima Puluh Kota,Luhak,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21400,,Kepulauan Mentawai,Tuapejat,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21401,,Kepulauan Mentawai,Pagai Selatan,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21402,,Kepulauan Mentawai,Pagai Utara,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21403,,Kepulauan Mentawai,Siberut Selatan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21404,,Kepulauan Mentawai,Siberut Utara,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21405,,Kepulauan Mentawai,Sipora,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21500,,Pasaman Barat,Simpang Empat,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21501,,Pasaman Barat,Gunung Tuleh,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21502,,Pasaman Barat,Kinali,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21503,,Pasaman Barat,Lembah Melintang,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21504,,Pasaman Barat,Luhak Nan Duo,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21505,,Pasaman Barat,Pasaman,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21506,,Pasaman Barat,Ranah Balingka,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21507,,Pasaman Barat,Ranah Batahan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21508,,Pasaman Barat,Ranah Pesisir,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21509,,Pasaman Barat,Sungai Aur,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21510,,Pasaman Barat,Sungai Beremas,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21511,,Pasaman Barat,Talamau,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21700,,Solok,Arosuka,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21701,,Solok,IX Koto Sungai Lasi,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21702,,Solok,X Koto Diatas,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21703,,Solok,X Koto Singkarak,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21704,,Solok,Bukit Sundi,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21705,,Solok,Danau Kembar,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21706,,Solok,Gunung Talang,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21707,,Solok,Hiliran Gumanti,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21708,,Solok,Junjung Sirih,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21709,,Solok,Kubung,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21710,,Solok,Lembah Gumanti,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21711,,Solok,Lembang Jaya,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21712,,Solok,Pantai Cermin,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21713,,Solok,Payung Sekaki,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21714,,Solok,Tigo Lurah,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21800,,Solok Selatan,Padang Aro,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21801,,Solok Selatan,Koto Parik Gadang Diateh,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21802,,Solok Selatan,Sangir,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21803,,Solok Selatan,Sangir Batanghari,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21804,,Solok Selatan,Sangir Jujuan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21805,,Solok Selatan,Sungai Pagu,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21900,,Sijunjung,Muaro Sijunjung,PDG,34000,2 - 3,29000,3 - 6,-,35
PDG21901,,Sijunjung,Koto Tujuh,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21903,,Sijunjung,IV Nagari,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21904,,Sijunjung,Kamang Baru,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21905,,Sijunjung,Kupitan,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21906,,Sijunjung,Lubuk Tarok,PDG,43000,3 - 6,37000,4 - 7,-,35
PDG21907,,Sijunjung,Sumpur Kudus,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG21908,,Sijunjung,Tanjung Gadang,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22200,,Agam,Lubuk Basung,PDG,34000,2 - 3,29000,3 - 6,-,36
PDG22201,,Agam,Palupuh,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22203,,Agam,Tanjung Mutiara,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22204,,Agam,Tanjung Raya,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22205,,Agam,IV Angkat Canduang,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22206,,Agam,Banuhampu,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22207,,Agam,Baso,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22208,,Agam,IV Koto,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22209,,Agam,Candung,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22210,,Agam,Matur,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22211,,Agam,Palembayan,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22212,,Agam,Tilatang Kamang,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22213,,Agam,Ampek Nagari,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22214,,Agam,Kamang Magek,PDG,43000,3 - 6,37000,4 - 7,-,36
PDG22215,,Agam,Sungai Puar,PDG,43000,3 - 6,37000,4 - 7,-,36
PDN10000,,Pasuruan,Pandaan,PDN,20000,1 - 2,17000,2 - 3,-,36
PDN10001,,Pasuruan,Bangil,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10002,,Pasuruan,Beji,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10003,,Pasuruan,Gempol,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10004,,Pasuruan,Gondang Wetan,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10005,,Pasuruan,Grati,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10006,,Pasuruan,Kejayan,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10007,,Pasuruan,Kraton,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10008,,Pasuruan,Lekok,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10009,,Pasuruan,Lumbang,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10010,,Pasuruan,Nguling,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10012,,Pasuruan,Pasrepan,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10013,,Pasuruan,Pohjentrek,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10014,,Pasuruan,Prigen,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10015,,Pasuruan,Purwodadi,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10016,,Pasuruan,Purwosari,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10017,,Pasuruan,Puspo,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10018,,Pasuruan,Rejoso,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10019,,Pasuruan,Rembang,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10020,,Pasuruan,Sukorejo,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10021,,Pasuruan,Tosari,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10022,,Pasuruan,Tutur,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10023,,Pasuruan,Winongan,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10024,,Pasuruan,Wonorejo,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10025,,Pasuruan,Kedawung,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN10026,,Pasuruan,Nongko Jajar,PDN,29000,3 - 6,27000,4 - 7,-,36
PDN20100,,Pasuruan,Pasuruan,PDN,24000,2 - 3,21000,3 - 6,-,36
PDN20101,,Pasuruan,Bugulkidul,PDN,24000,2 - 3,21000,3 - 6,-,36
PDN20102,,Pasuruan,Gadingrejo,PDN,24000,2 - 3,21000,3 - 6,-,36
PDN20103,,Pasuruan,Purworejo,PDN,24000,2 - 3,21000,3 - 6,-,36
PGK10000,,Pangkal Pinang,Pangkal Pinang,PGK,20000,1 - 2,17000,2 - 3,29000,36
PGK10014,,Pangkal Pinang,Rangkui,PGK,20000,1 - 2,17000,2 - 3,29000,36
PGK10015,,Pangkal Pinang,Bukit Intan,PGK,20000,1 - 2,17000,2 - 3,29000,36
PGK10016,,Pangkal Pinang,Pangkal Balam,PGK,20000,1 - 2,17000,2 - 3,29000,36
PGK10017,,Pangkal Pinang,Gerunggang,PGK,20000,1 - 2,17000,2 - 3,29000,36
PGK10200,,Bangka,Sungai liat,PGK,32000,2 - 3,28000,3 - 6,29000,36
PGK10201,,Bangka,Belinyu,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10202,,Bangka,Riau Silip,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10203,,Bangka,Bakam,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10204,,Bangka,Pemali,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10205,,Bangka,Mendo Barat,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10206,,Bangka,Merawang,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10207,,Bangka,Puding Besar,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10300,,Bangka Barat,Kelapa,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10301,,Bangka Barat,Mentok,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10302,,Bangka Barat,Tempilang,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10303,,Bangka Barat,Simpang Teritip,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10304,,Bangka Barat,Jebus,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10400,,Bangka Tengah,Koba,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10401,,Bangka Tengah,Sungai Selan,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10402,,Bangka Tengah,Simpang Katis,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10403,,Bangka Tengah,Pangkalan Baru,PGK,40000,3 - 6,35000,4 - 7,29000,36
PGK10500,,Bangka Selatan,Toboali,PGK,32000,2 - 3,28000,3 - 6,-,36
PGK10501,,Bangka Selatan,Lepar Pongok,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10502,,Bangka Selatan,Payung,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10503,,Bangka Selatan,Air Gegas,PGK,40000,3 - 6,35000,4 - 7,-,36
PGK10504,,Bangka Selatan,Simpang Rima,PGK,40000,3 - 6,35000,4 - 7,-,36
PKU10000,,Pekanbaru,Pekanbaru,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10009,,Pekanbaru,Payung,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10010,,Pekanbaru,Lima Puluh,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10011,,Pekanbaru,Marpoyan Damai,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10012,,Pekanbaru,Sail,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10013,,Pekanbaru,Senapelan,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10014,,Pekanbaru,Sukajadi,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10016,,Pekanbaru,Bukit Raya,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10017,,Pekanbaru,Tampan,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10018,,Pekanbaru,Rumbai Pesisir,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10019,,Pekanbaru,Tenayan Raya,PKU,25000,1 - 2,22000,2 - 3,30000,36
PKU10020,,Pekanbaru,Rumbai,PKU,37000,1 - 2,32000,3 - 6,30000,36
PKU10100,,Dumai,Dumai,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU10101,,Dumai,Bukit Kapur,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU10108,,Dumai,Dumai Barat,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU10109,,Dumai,Dumai Timur,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU10110,,Dumai,Medang Kampai,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU10111,,Dumai,Sungai Sembilan,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU20100,,Kampar,Bangkinang,PKU,37000,2 - 3,32000,3 - 6,-,36
PKU20101,,Kampar,Kampar,PKU,47000,3 - 6,40000,4 - 7,-,36
PKU20106,,Kampar,Siak Hulu,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20111,,Kampar,Kampar Kiri,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20112,,Kampar,Bangkinang Barat,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20113,,Kampar,Bangkinang Seberang,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20114,,Kampar,Gunung Sahilan,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20115,,Kampar,Kampar Kiri Hilir,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20116,,Kampar,Kampar Kiri Hulu,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20117,,Kampar,Kampar Timur,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20118,,Kampar,Kampar Utara,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20119,,Kampar,Perhentian Raja,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20120,,Kampar,Rumbio Jaya,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20121,,Kampar,Salo,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20122,,Kampar,Tambang,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20123,,Kampar,Tapung,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20124,,Kampar,Tapung Hilir,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20125,,Kampar,Tapung Hulu,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20135,,Kampar,XIII Koto Kampar,PKU,71000,10~,-,-,-,37
PKU20200,,Bengkalis,Bengkalis,PKU,37000,2 - 3,32000,3 - 6,-,37
PKU20201,,Bengkalis,Bukit Batu,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20208,,Bengkalis,Mandau,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20209,,Bengkalis,Rupat,PKU,71000,10~,-,-,-,37
PKU20210,,Bengkalis,Bantan,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20211,,Bengkalis,Pinggir,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20214,,Bengkalis,Rupat Utara,PKU,71000,10~,-,-,-,37
PKU20215,,Bengkalis,Siak Kecil,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20217,,Bengkalis,Duri Mandau,PKU,37000,2 - 3,32000,3 - 6,-,37
PKU20300,,Indragiri Hulu,Rengat,PKU,37000,2 - 3,32000,3 - 6,-,37
PKU20305,,Indragiri Hulu,Pasir Penyu,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20306,,Indragiri Hulu,Peranap,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20307,,Indragiri Hulu,Seberida,PKU,47000,3 - 6,40000,4 - 7,-,37
PKU20310,,Indragiri Hulu,Lirik,PKU,47000,3 - 6,40000,4 - 7,-,37
